Rk,Date,G,Age,Tm,Location,Opp,Result,Goals,Assists,PTS,PIM,Player
12,2016-11-05,12,22,MTL,H,PHI,W,1,0,1,0,Alex Galchenyuk
13,2016-11-08,13,22,MTL,H,BOS,W,1,1,2,0,Alex Galchenyuk
14,2016-11-10,14,22,MTL,H,LAK,W,1,0,1,0,Alex Galchenyuk
15,2016-11-12,15,22,MTL,H,DET,W,0,2,2,2,Alex Galchenyuk
16,2016-11-13,16,22,MTL,A,CHI,L,0,1,1,0,Alex Galchenyuk
17,2016-11-15,17,22,MTL,H,FLA,L-OT,0,1,1,0,Alex Galchenyuk
18,2016-11-18,18,22,MTL,A,CAR,L,0,0,0,0,Alex Galchenyuk
19,2016-11-19,19,22,MTL,H,TOR,W,1,0,1,0,Alex Galchenyuk
20,2016-11-22,20,22,MTL,H,OTT,L,1,1,2,2,Alex Galchenyuk
21,2016-11-24,21,22,MTL,H,CAR,W,0,0,0,0,Alex Galchenyuk
22,2016-11-26,22,22,MTL,A,DET,W,1,0,1,2,Alex Galchenyuk
23,2016-11-29,23,22,MTL,A,ANA,L,0,0,0,0,Alex Galchenyuk
24,2016-12-02,24,22,MTL,A,SJS,L,0,1,1,0,Alex Galchenyuk
25,2016-12-04,25,22,MTL,A,LAK,W,0,0,0,2,Alex Galchenyuk
26,2017-01-14,26,22,MTL,H,NYR,W,1,0,1,0,Alex Galchenyuk
27,2017-01-16,27,22,MTL,A,DET,L,0,0,0,2,Alex Galchenyuk
28,2017-01-18,28,22,MTL,H,PIT,L,0,0,0,0,Alex Galchenyuk
29,2017-01-20,29,22,MTL,A,NJD,W,1,2,3,0,Alex Galchenyuk
30,2017-01-21,30,22,MTL,H,BUF,L-OT,0,0,0,0,Alex Galchenyuk
31,2017-02-02,31,22,MTL,A,PHI,L,0,1,1,0,Alex Galchenyuk
32,2017-02-04,32,22,MTL,H,WSH,L,0,0,0,0,Alex Galchenyuk
33,2017-02-05,33,22,MTL,H,EDM,L-SO,0,0,0,0,Alex Galchenyuk
34,2017-02-07,34,22,MTL,A,COL,L,0,0,0,0,Alex Galchenyuk
35,2017-02-09,35,22,MTL,A,ARI,W,1,0,1,0,Alex Galchenyuk
36,2017-02-11,36,22,MTL,H,STL,L,0,0,0,0,Alex Galchenyuk
37,2017-02-12,37,23,MTL,A,BOS,L,0,0,0,4,Alex Galchenyuk
38,2017-02-18,38,23,MTL,H,WPG,L,0,1,1,0,Alex Galchenyuk
39,2017-02-21,39,23,MTL,A,NYR,W,0,0,0,0,Alex Galchenyuk
40,2017-02-23,40,23,MTL,H,NYI,L,0,0,0,0,Alex Galchenyuk
41,2017-02-25,41,23,MTL,A,TOR,W,1,1,2,0,Alex Galchenyuk
42,2017-02-27,42,23,MTL,A,NJD,W,1,0,1,0,Alex Galchenyuk
43,2017-02-28,43,23,MTL,H,CBJ,W,1,0,1,0,Alex Galchenyuk
44,2017-03-02,44,23,MTL,H,NSH,W,0,1,1,0,Alex Galchenyuk
45,2017-03-04,45,23,MTL,A,NYR,W,0,2,2,0,Alex Galchenyuk
46,2017-03-07,46,23,MTL,A,VAN,W,0,1,1,0,Alex Galchenyuk
47,2017-03-09,47,23,MTL,A,CGY,L,0,0,0,0,Alex Galchenyuk
48,2017-03-12,48,23,MTL,A,EDM,W,0,1,1,0,Alex Galchenyuk
49,2017-03-14,49,23,MTL,H,CHI,L,0,1,1,0,Alex Galchenyuk
50,2017-03-18,50,23,MTL,A,OTT,W,0,0,0,0,Alex Galchenyuk
51,2017-03-19,51,23,MTL,H,OTT,W,0,0,0,0,Alex Galchenyuk
52,2017-03-21,52,23,MTL,H,DET,L-OT,0,0,0,0,Alex Galchenyuk
53,2017-03-23,53,23,MTL,H,CAR,L,1,0,1,0,Alex Galchenyuk
54,2017-03-25,54,23,MTL,H,OTT,W,0,1,1,0,Alex Galchenyuk
55,2017-03-28,55,23,MTL,H,DAL,W,0,0,0,0,Alex Galchenyuk
56,2017-03-30,56,23,MTL,H,FLA,W,0,0,0,0,Alex Galchenyuk
57,2017-04-01,57,23,MTL,A,TBL,W,0,0,0,0,Alex Galchenyuk
58,2017-04-03,58,23,MTL,A,FLA,W,0,1,1,0,Alex Galchenyuk
59,2017-04-05,59,23,MTL,A,BUF,L,0,0,0,0,Alex Galchenyuk
60,2017-04-07,60,23,MTL,H,TBL,L,0,0,0,2,Alex Galchenyuk
61,2017-04-08,61,23,MTL,A,DET,W,1,0,1,0,Alex Galchenyuk
1,2017-10-05,1,23,MTL,A,BUF,W,0,0,0,0,Alex Galchenyuk
2,2017-10-07,2,23,MTL,A,WSH,L,0,0,0,0,Alex Galchenyuk
3,2017-10-08,3,23,MTL,A,NYR,L,0,0,0,0,Alex Galchenyuk
4,2017-10-10,4,23,MTL,H,CHI,L,0,0,0,0,Alex Galchenyuk
5,2017-10-14,5,23,MTL,H,TOR,L-OT,1,0,1,0,Alex Galchenyuk
6,2017-10-17,6,23,MTL,A,SJS,L,0,0,0,0,Alex Galchenyuk
7,2017-10-18,7,23,MTL,A,LAK,L,0,0,0,4,Alex Galchenyuk
8,2017-10-20,8,23,MTL,A,ANA,L,0,0,0,2,Alex Galchenyuk
9,2017-10-24,9,23,MTL,H,FLA,W,1,0,1,0,Alex Galchenyuk
10,2017-10-26,10,23,MTL,H,LAK,L,0,0,0,0,Alex Galchenyuk
11,2017-10-28,11,23,MTL,H,NYR,W,1,0,1,0,Alex Galchenyuk
12,2017-10-30,12,23,MTL,A,OTT,W,1,0,1,0,Alex Galchenyuk
13,2017-11-02,13,23,MTL,A,MIN,L,0,0,0,0,Alex Galchenyuk
14,2017-11-04,14,23,MTL,A,WPG,W,0,1,1,0,Alex Galchenyuk
15,2017-11-05,15,23,MTL,A,CHI,W,0,1,1,0,Alex Galchenyuk
16,2017-11-07,16,23,MTL,H,VEG,W,0,0,0,0,Alex Galchenyuk
17,2017-11-09,17,23,MTL,H,MIN,L,0,0,0,0,Alex Galchenyuk
18,2017-11-11,18,23,MTL,H,BUF,W,0,0,0,2,Alex Galchenyuk
19,2017-11-14,19,23,MTL,H,CBJ,L-OT,0,1,1,0,Alex Galchenyuk
20,2017-11-16,20,23,MTL,H,ARI,L,0,1,1,0,Alex Galchenyuk
21,2017-11-18,21,23,MTL,H,TOR,L,0,0,0,0,Alex Galchenyuk
22,2017-11-21,22,23,MTL,A,DAL,L,0,0,0,0,Alex Galchenyuk
23,2017-11-22,23,23,MTL,A,NSH,L-SO,0,0,0,0,Alex Galchenyuk
24,2017-11-25,24,23,MTL,H,BUF,W,1,1,2,0,Alex Galchenyuk
25,2017-11-27,25,23,MTL,H,CBJ,W,0,1,1,0,Alex Galchenyuk
26,2017-11-29,26,23,MTL,H,OTT,W,0,0,0,0,Alex Galchenyuk
27,2017-11-30,27,23,MTL,A,DET,W,1,0,1,0,Alex Galchenyuk
28,2017-12-02,28,23,MTL,H,DET,W,0,4,4,0,Alex Galchenyuk
29,2017-12-05,29,23,MTL,H,STL,L,0,0,0,0,Alex Galchenyuk
30,2017-12-07,30,23,MTL,H,CGY,L-OT,0,0,0,0,Alex Galchenyuk
31,2017-12-09,31,23,MTL,H,EDM,L,1,0,1,0,Alex Galchenyuk
32,2017-12-14,32,23,MTL,H,NJD,W,0,1,1,0,Alex Galchenyuk
33,2017-12-16,33,23,MTL,A,OTT,L,0,0,0,0,Alex Galchenyuk
34,2017-12-19,34,23,MTL,A,VAN,W,1,0,1,0,Alex Galchenyuk
35,2017-12-22,35,23,MTL,A,CGY,W,0,1,1,0,Alex Galchenyuk
36,2017-12-23,36,23,MTL,A,EDM,L,0,0,0,0,Alex Galchenyuk
37,2017-12-27,37,23,MTL,A,CAR,L,1,0,1,4,Alex Galchenyuk
38,2017-12-28,38,23,MTL,A,TBL,L,0,0,0,2,Alex Galchenyuk
39,2017-12-30,39,23,MTL,A,FLA,L,0,0,0,0,Alex Galchenyuk
40,2018-01-02,40,23,MTL,H,SJS,L,0,1,1,0,Alex Galchenyuk
41,2018-01-04,41,23,MTL,H,TBL,W,0,0,0,2,Alex Galchenyuk
42,2018-01-07,42,23,MTL,H,VAN,W,1,0,1,0,Alex Galchenyuk
43,2018-01-13,43,23,MTL,H,BOS,L-SO,1,0,1,0,Alex Galchenyuk
44,2018-01-15,44,23,MTL,H,NYI,L-OT,0,2,2,0,Alex Galchenyuk
45,2018-01-17,45,23,MTL,A,BOS,L,0,0,0,0,Alex Galchenyuk
46,2018-01-19,46,23,MTL,A,WSH,W,0,0,0,0,Alex Galchenyuk
47,2018-01-20,47,23,MTL,H,BOS,L,0,0,0,0,Alex Galchenyuk
48,2018-01-23,48,23,MTL,H,COL,W,1,1,2,0,Alex Galchenyuk
49,2018-01-25,49,23,MTL,H,CAR,L,0,0,0,0,Alex Galchenyuk
50,2018-01-30,50,23,MTL,A,STL,L,0,0,0,0,Alex Galchenyuk
51,2018-02-01,51,23,MTL,A,CAR,L,0,0,0,0,Alex Galchenyuk
52,2018-02-03,52,23,MTL,H,ANA,W,0,2,2,0,Alex Galchenyuk
53,2018-02-04,53,23,MTL,H,OTT,W,0,1,1,0,Alex Galchenyuk
54,2018-02-08,54,23,MTL,A,PHI,L,0,1,1,0,Alex Galchenyuk
55,2018-02-10,55,23,MTL,H,NSH,L-SO,0,0,0,0,Alex Galchenyuk
56,2018-02-14,56,24,MTL,A,COL,L,0,0,0,0,Alex Galchenyuk
57,2018-02-15,57,24,MTL,A,ARI,L,0,1,1,0,Alex Galchenyuk
58,2018-02-17,58,24,MTL,A,VEG,L,0,1,1,0,Alex Galchenyuk
59,2018-02-20,59,24,MTL,A,PHI,L-OT,0,0,0,0,Alex Galchenyuk
60,2018-02-22,60,24,MTL,H,NYR,W,0,0,0,0,Alex Galchenyuk
61,2018-02-24,61,24,MTL,H,TBL,L-SO,0,0,0,0,Alex Galchenyuk
62,2018-02-26,62,24,MTL,H,PHI,L-SO,0,0,0,0,Alex Galchenyuk
63,2018-02-28,63,24,MTL,H,NYI,W,0,1,1,0,Alex Galchenyuk
64,2018-03-02,64,24,MTL,A,NYI,W,3,1,4,0,Alex Galchenyuk
65,2018-03-03,65,24,MTL,A,BOS,L-OT,0,0,0,0,Alex Galchenyuk
66,2018-03-06,66,24,MTL,A,NJD,L,0,0,0,0,Alex Galchenyuk
67,2018-03-08,67,24,MTL,A,FLA,L,0,0,0,0,Alex Galchenyuk
68,2018-03-10,68,24,MTL,A,TBL,L-SO,1,0,1,0,Alex Galchenyuk
69,2018-03-12,69,24,MTL,A,CBJ,L,0,0,0,0,Alex Galchenyuk
70,2018-03-13,70,24,MTL,H,DAL,W,0,2,2,2,Alex Galchenyuk
71,2018-03-15,71,24,MTL,H,PIT,L,0,2,2,0,Alex Galchenyuk
72,2018-03-17,72,24,MTL,A,TOR,L,0,0,0,2,Alex Galchenyuk
73,2018-03-19,73,24,MTL,H,FLA,L,0,0,0,0,Alex Galchenyuk
74,2018-03-21,74,24,MTL,A,PIT,L,0,0,0,0,Alex Galchenyuk
75,2018-03-23,75,24,MTL,A,BUF,W,0,1,1,0,Alex Galchenyuk
76,2018-03-24,76,24,MTL,H,WSH,L,1,0,1,0,Alex Galchenyuk
77,2018-03-26,77,24,MTL,H,DET,W,1,1,2,0,Alex Galchenyuk
78,2018-03-31,78,24,MTL,A,PIT,L,0,1,1,2,Alex Galchenyuk
79,2018-04-01,79,24,MTL,H,NJD,L,0,0,0,0,Alex Galchenyuk
80,2018-04-03,80,24,MTL,H,WPG,L-OT,1,1,2,0,Alex Galchenyuk
81,2018-04-05,81,24,MTL,A,DET,W,0,0,0,0,Alex Galchenyuk
82,2018-04-07,82,24,MTL,A,TOR,L,0,0,0,0,Alex Galchenyuk
1,2018-10-23,1,24,ARI,A,CBJ,W,0,0,0,0,Alex Galchenyuk
2,2018-10-25,2,24,ARI,H,VAN,W,0,1,1,0,Alex Galchenyuk
3,2018-10-27,3,24,ARI,H,TBL,W,0,1,1,0,Alex Galchenyuk
4,2018-10-30,4,24,ARI,H,OTT,W,1,1,2,0,Alex Galchenyuk
5,2018-11-02,5,24,ARI,H,CAR,W,0,0,0,2,Alex Galchenyuk
6,2018-11-05,6,24,ARI,H,PHI,L,1,0,1,2,Alex Galchenyuk
7,2018-11-08,7,24,ARI,A,PHI,L-OT,0,1,1,0,Alex Galchenyuk
8,2018-11-10,8,24,ARI,A,PIT,L,0,0,0,0,Alex Galchenyuk
9,2018-11-11,9,24,ARI,A,WSH,W,1,1,2,0,Alex Galchenyuk
10,2018-11-13,10,24,ARI,A,DET,L,0,0,0,0,Alex Galchenyuk
11,2018-11-15,11,24,ARI,H,NSH,W,0,0,0,2,Alex Galchenyuk
12,2018-11-17,12,24,ARI,H,BOS,L,0,0,0,0,Alex Galchenyuk
13,2018-11-21,13,24,ARI,H,VEG,L-OT,0,1,1,0,Alex Galchenyuk
14,2018-11-23,14,24,ARI,H,COL,L,0,0,0,0,Alex Galchenyuk
15,2018-11-25,15,24,ARI,H,CGY,L,0,0,0,0,Alex Galchenyuk
16,2018-11-27,16,24,ARI,A,MIN,W,0,0,0,0,Alex Galchenyuk
17,2018-11-29,17,24,ARI,A,NSH,W,0,1,1,0,Alex Galchenyuk
18,2018-12-01,18,24,ARI,H,STL,W,0,0,0,0,Alex Galchenyuk
19,2018-12-04,19,24,ARI,A,LAK,W,0,0,0,0,Alex Galchenyuk
20,2018-12-06,20,24,ARI,H,WSH,L,0,0,0,0,Alex Galchenyuk
21,2018-12-08,21,24,ARI,H,SJS,L,0,1,1,2,Alex Galchenyuk
22,2018-12-16,22,24,ARI,A,CAR,L,0,0,0,2,Alex Galchenyuk
23,2018-12-18,23,24,ARI,H,NYI,L,0,0,0,0,Alex Galchenyuk
24,2018-12-20,24,24,ARI,H,MTL,L,0,0,0,0,Alex Galchenyuk
25,2018-12-22,25,24,ARI,H,COL,W,0,1,1,0,Alex Galchenyuk
26,2018-12-23,26,24,ARI,A,SJS,W,2,0,2,0,Alex Galchenyuk
27,2018-12-27,27,24,ARI,A,LAK,L,0,1,1,0,Alex Galchenyuk
28,2018-12-29,28,24,ARI,A,ANA,W,0,2,2,0,Alex Galchenyuk
29,2018-12-30,29,24,ARI,H,VEG,L,1,0,1,2,Alex Galchenyuk
30,2019-01-02,30,24,ARI,H,EDM,L,0,0,0,2,Alex Galchenyuk
31,2019-01-04,31,24,ARI,H,NJD,L-SO,0,0,0,0,Alex Galchenyuk
32,2019-01-06,32,24,ARI,H,NYR,W,1,2,3,0,Alex Galchenyuk
33,2019-01-10,33,24,ARI,A,VAN,W,0,1,1,2,Alex Galchenyuk
34,2019-01-12,34,24,ARI,A,EDM,W,0,2,2,0,Alex Galchenyuk
35,2019-01-13,35,24,ARI,A,CGY,L,0,0,0,0,Alex Galchenyuk
36,2019-01-16,36,24,ARI,H,SJS,W,1,0,1,0,Alex Galchenyuk
37,2019-01-18,37,24,ARI,H,PIT,L-OT,0,0,0,2,Alex Galchenyuk
38,2019-01-20,38,24,ARI,A,TOR,W,0,0,0,0,Alex Galchenyuk
39,2019-01-22,39,24,ARI,A,OTT,W,0,0,0,0,Alex Galchenyuk
40,2019-01-23,40,24,ARI,A,MTL,L,0,0,0,0,Alex Galchenyuk
41,2019-02-02,41,24,ARI,A,SJS,L-OT,0,0,0,0,Alex Galchenyuk
42,2019-02-04,42,24,ARI,A,DAL,L,1,0,1,2,Alex Galchenyuk
43,2019-02-05,43,24,ARI,A,NSH,L,0,0,0,0,Alex Galchenyuk
44,2019-02-07,44,24,ARI,H,CBJ,L,0,0,0,0,Alex Galchenyuk
45,2019-02-09,45,24,ARI,H,DAL,W,2,1,3,0,Alex Galchenyuk
46,2019-02-12,46,25,ARI,A,VEG,W,1,0,1,0,Alex Galchenyuk
47,2019-02-14,47,25,ARI,H,STL,L,0,0,0,0,Alex Galchenyuk
48,2019-02-16,48,25,ARI,H,TOR,W,1,0,1,0,Alex Galchenyuk
49,2019-02-18,49,25,ARI,A,CGY,L,0,1,1,0,Alex Galchenyuk
50,2019-02-19,50,25,ARI,A,EDM,W,0,0,0,2,Alex Galchenyuk
51,2019-02-21,51,25,ARI,A,VAN,W,1,1,2,0,Alex Galchenyuk
52,2019-02-24,52,25,ARI,H,WPG,W,0,1,1,2,Alex Galchenyuk
53,2019-02-26,53,25,ARI,H,FLA,W,0,0,0,0,Alex Galchenyuk
54,2019-02-28,54,25,ARI,H,VAN,W,1,0,1,0,Alex Galchenyuk
55,2019-03-02,55,25,ARI,H,DET,W,0,0,0,0,Alex Galchenyuk
56,2019-03-05,56,25,ARI,H,ANA,L,0,0,0,2,Alex Galchenyuk
57,2019-03-07,57,25,ARI,H,CGY,W,0,0,0,0,Alex Galchenyuk
58,2019-03-09,58,25,ARI,H,LAK,W,0,0,0,0,Alex Galchenyuk
59,2019-03-11,59,25,ARI,A,CHI,L,0,0,0,0,Alex Galchenyuk
60,2019-03-12,60,25,ARI,A,STL,W,0,0,0,0,Alex Galchenyuk
61,2019-03-14,61,25,ARI,H,ANA,W,0,0,0,2,Alex Galchenyuk
62,2019-03-16,62,25,ARI,H,EDM,L-OT,2,0,2,0,Alex Galchenyuk
63,2019-03-18,63,25,ARI,A,TBL,L,0,0,0,2,Alex Galchenyuk
64,2019-03-21,64,25,ARI,A,FLA,L,0,0,0,0,Alex Galchenyuk
65,2019-03-23,65,25,ARI,A,NJD,L-SO,0,1,1,0,Alex Galchenyuk
66,2019-03-24,66,25,ARI,A,NYI,L,0,0,0,0,Alex Galchenyuk
67,2019-03-26,67,25,ARI,H,CHI,W,0,0,0,0,Alex Galchenyuk
68,2019-03-29,68,25,ARI,A,COL,L-SO,0,0,0,2,Alex Galchenyuk
69,2019-03-31,69,25,ARI,H,MIN,W,1,0,1,0,Alex Galchenyuk
70,2019-04-02,70,25,ARI,H,LAK,L,0,0,0,0,Alex Galchenyuk
71,2019-04-04,71,25,ARI,A,VEG,W,0,0,0,2,Alex Galchenyuk
72,2019-04-06,72,25,ARI,H,WPG,L,1,0,1,0,Alex Galchenyuk
1,2019-10-03,1,25,PIT,H,BUF,L,0,0,0,0,Alex Galchenyuk
2,2019-10-05,2,25,PIT,H,CBJ,W,0,2,2,0,Alex Galchenyuk
3,2019-10-08,3,25,PIT,H,WPG,L,0,0,0,0,Alex Galchenyuk
4,2019-10-29,4,25,PIT,H,PHI,W,0,0,0,0,Alex Galchenyuk
5,2019-11-02,5,25,PIT,H,EDM,L-OT,0,0,0,0,Alex Galchenyuk
6,2019-11-04,6,25,PIT,A,BOS,L,0,1,1,0,Alex Galchenyuk
7,2019-11-07,7,25,PIT,A,NYI,W,0,0,0,0,Alex Galchenyuk
8,2019-11-09,8,25,PIT,H,CHI,W,0,0,0,0,Alex Galchenyuk
9,2019-11-12,9,25,PIT,A,NYR,L-OT,0,0,0,0,Alex Galchenyuk
10,2019-11-15,10,25,PIT,A,NJD,L,0,1,1,0,Alex Galchenyuk
11,2019-11-16,11,25,PIT,H,TOR,W,0,1,1,0,Alex Galchenyuk
12,2019-11-19,12,25,PIT,H,NYI,L-OT,0,1,1,0,Alex Galchenyuk
13,2019-11-21,13,25,PIT,A,NYI,L-OT,0,0,0,0,Alex Galchenyuk
14,2019-11-22,14,25,PIT,H,NJD,W,0,1,1,0,Alex Galchenyuk
15,2019-11-25,15,25,PIT,H,CGY,W,1,1,2,0,Alex Galchenyuk
16,2019-11-27,16,25,PIT,H,VAN,W,0,0,0,0,Alex Galchenyuk
17,2019-11-29,17,25,PIT,A,CBJ,L,0,0,0,2,Alex Galchenyuk
18,2019-11-30,18,25,PIT,A,STL,L,0,0,0,0,Alex Galchenyuk
19,2019-12-04,19,25,PIT,H,STL,W,1,0,1,0,Alex Galchenyuk
20,2019-12-06,20,25,PIT,H,ARI,W,0,0,0,0,Alex Galchenyuk
21,2019-12-07,21,25,PIT,A,DET,W,0,0,0,2,Alex Galchenyuk
22,2019-12-10,22,25,PIT,H,MTL,L,0,0,0,0,Alex Galchenyuk
23,2019-12-12,23,25,PIT,H,CBJ,W,0,0,0,0,Alex Galchenyuk
24,2019-12-14,24,25,PIT,H,LAK,W,0,0,0,2,Alex Galchenyuk
25,2019-12-17,25,25,PIT,A,CGY,W,0,0,0,0,Alex Galchenyuk
26,2019-12-20,26,25,PIT,A,EDM,W,0,0,0,0,Alex Galchenyuk
27,2019-12-21,27,25,PIT,A,VAN,L,0,0,0,0,Alex Galchenyuk
28,2019-12-27,28,25,PIT,A,NSH,W,1,0,1,0,Alex Galchenyuk
29,2019-12-28,29,25,PIT,H,NSH,W,1,1,2,0,Alex Galchenyuk
30,2019-12-30,30,25,PIT,H,OTT,W,0,0,0,0,Alex Galchenyuk
31,2020-01-02,31,25,PIT,H,SJS,L-OT,0,1,1,0,Alex Galchenyuk
32,2020-01-04,32,25,PIT,A,MTL,W,0,0,0,0,Alex Galchenyuk
33,2020-01-05,33,25,PIT,H,FLA,L,0,0,0,0,Alex Galchenyuk
34,2020-01-07,34,25,PIT,A,VEG,W,0,0,0,0,Alex Galchenyuk
35,2020-01-10,35,25,PIT,A,COL,W,0,0,0,0,Alex Galchenyuk
36,2020-01-12,36,25,PIT,A,ARI,W,0,1,1,2,Alex Galchenyuk
37,2020-01-14,37,25,PIT,H,MIN,W,1,0,1,0,Alex Galchenyuk
38,2020-01-16,38,25,PIT,A,BOS,L,0,0,0,0,Alex Galchenyuk
39,2020-01-17,39,25,PIT,A,DET,W,0,0,0,0,Alex Galchenyuk
40,2020-01-19,40,25,PIT,H,BOS,W,0,0,0,0,Alex Galchenyuk
41,2020-01-21,41,25,PIT,A,PHI,L,0,0,0,0,Alex Galchenyuk
42,2020-01-31,42,25,PIT,H,PHI,W,0,0,0,2,Alex Galchenyuk
43,2020-02-02,43,25,PIT,A,WSH,W,0,1,1,0,Alex Galchenyuk
44,2020-02-06,44,25,PIT,A,TBL,L,0,0,0,0,Alex Galchenyuk
45,2020-02-08,45,25,PIT,A,FLA,W,0,0,0,0,Alex Galchenyuk
46,2020-02-11,46,25,MIN,H,VEG,W,0,0,0,0,Alex Galchenyuk
47,2020-02-13,47,26,MIN,H,NYR,L-SO,0,0,0,0,Alex Galchenyuk
48,2020-02-15,48,26,MIN,H,SJS,L,0,0,0,0,Alex Galchenyuk
49,2020-02-19,49,26,MIN,A,VAN,W,1,0,1,0,Alex Galchenyuk
50,2020-02-21,50,26,MIN,A,EDM,W,0,2,2,0,Alex Galchenyuk
51,2020-02-23,51,26,MIN,H,STL,L,0,0,0,0,Alex Galchenyuk
52,2020-02-25,52,26,MIN,H,CBJ,W,0,0,0,0,Alex Galchenyuk
53,2020-02-27,53,26,MIN,A,DET,W,0,1,1,0,Alex Galchenyuk
54,2020-02-28,54,26,MIN,A,CBJ,W,0,0,0,2,Alex Galchenyuk
55,2020-03-01,55,26,MIN,H,WSH,L,0,0,0,0,Alex Galchenyuk
56,2020-03-03,56,26,MIN,H,NSH,W,0,0,0,2,Alex Galchenyuk
57,2020-03-05,57,26,MIN,A,SJS,W,1,0,1,0,Alex Galchenyuk
58,2020-03-07,58,26,MIN,A,LAK,L,0,0,0,0,Alex Galchenyuk
59,2020-03-08,59,26,MIN,A,ANA,W,1,1,2,2,Alex Galchenyuk
1,2009-03-19,1,20,COL,H,EDM,L,0,0,0,0,T.J. Galiardi
2,2009-03-22,2,20,COL,A,SJS,L,0,0,0,0,T.J. Galiardi
3,2009-03-25,3,20,COL,H,ANA,L,0,0,0,0,T.J. Galiardi
4,2009-03-27,4,20,COL,H,VAN,L,1,0,1,0,T.J. Galiardi
5,2009-03-29,5,20,COL,A,ANA,L,0,0,0,0,T.J. Galiardi
6,2009-04-01,6,20,COL,H,PHX,L,0,0,0,2,T.J. Galiardi
7,2009-04-05,7,20,COL,A,VAN,W,2,0,2,0,T.J. Galiardi
8,2009-04-07,8,20,COL,A,SJS,L-SO,0,0,0,0,T.J. Galiardi
9,2009-04-09,9,20,COL,H,DAL,L-SO,0,1,1,2,T.J. Galiardi
10,2009-04-11,10,20,COL,H,VAN,L-OT,0,0,0,0,T.J. Galiardi
11,2009-04-12,11,20,COL,H,STL,L,0,0,0,2,T.J. Galiardi
1,2009-10-01,1,21,COL,H,SJS,W,0,1,1,0,T.J. Galiardi
2,2009-10-03,2,21,COL,H,VAN,W,0,0,0,0,T.J. Galiardi
3,2009-10-08,3,21,COL,A,NSH,L,0,0,0,0,T.J. Galiardi
4,2009-10-10,4,21,COL,A,CHI,L-SO,0,1,1,0,T.J. Galiardi
5,2009-10-12,5,21,COL,A,BOS,W,0,1,1,0,T.J. Galiardi
6,2009-10-13,6,21,COL,A,TOR,W,0,0,0,0,T.J. Galiardi
7,2009-10-15,7,21,COL,A,MTL,W,0,0,0,0,T.J. Galiardi
8,2009-10-17,8,21,COL,A,DET,W,0,1,1,0,T.J. Galiardi
9,2009-10-21,9,21,COL,A,MIN,L-SO,0,0,0,2,T.J. Galiardi
10,2009-10-23,10,21,COL,H,CAR,W,0,0,0,0,T.J. Galiardi
11,2009-10-24,11,21,COL,H,DET,W,1,1,2,0,T.J. Galiardi
12,2009-10-27,12,21,COL,A,EDM,W,0,0,0,4,T.J. Galiardi
13,2009-10-28,13,21,COL,A,CGY,W,0,0,0,0,T.J. Galiardi
14,2009-11-20,14,21,COL,A,VAN,L,0,0,0,0,T.J. Galiardi
15,2009-11-23,15,21,COL,H,PHI,W,0,0,0,0,T.J. Galiardi
16,2009-11-25,16,21,COL,H,NSH,L-OT,0,0,0,0,T.J. Galiardi
17,2009-11-27,17,21,COL,A,MIN,L,0,0,0,0,T.J. Galiardi
18,2009-11-30,18,21,COL,A,TBL,W,0,1,1,2,T.J. Galiardi
19,2009-12-02,19,21,COL,A,FLA,L-SO,1,1,2,2,T.J. Galiardi
20,2009-12-03,20,21,COL,A,PIT,L,1,0,1,0,T.J. Galiardi
21,2009-12-05,21,21,COL,A,CBJ,W,0,0,0,0,T.J. Galiardi
22,2009-12-07,22,21,COL,A,STL,W,0,0,0,0,T.J. Galiardi
23,2009-12-09,23,21,COL,H,MIN,L,0,0,0,0,T.J. Galiardi
24,2009-12-11,24,21,COL,H,TBL,W,0,0,0,0,T.J. Galiardi
25,2009-12-13,25,21,COL,H,CGY,W,0,1,1,0,T.J. Galiardi
26,2009-12-15,26,21,COL,H,WSH,L,1,0,1,0,T.J. Galiardi
27,2009-12-19,27,21,COL,H,CBJ,W,0,0,0,0,T.J. Galiardi
28,2009-12-21,28,21,COL,A,MIN,W,0,2,2,0,T.J. Galiardi
29,2009-12-22,29,21,COL,H,ANA,L,0,0,0,0,T.J. Galiardi
30,2009-12-26,30,21,COL,H,DAL,W,0,1,1,0,T.J. Galiardi
31,2009-12-30,31,21,COL,A,OTT,W,0,0,0,0,T.J. Galiardi
32,2009-12-31,32,21,COL,A,DET,L,0,0,0,0,T.J. Galiardi
33,2010-01-02,33,21,COL,A,CBJ,W,1,0,1,0,T.J. Galiardi
34,2010-01-06,34,21,COL,H,NYI,L,0,0,0,0,T.J. Galiardi
35,2010-01-08,35,21,COL,A,CAR,L,0,0,0,0,T.J. Galiardi
36,2010-01-09,36,21,COL,A,BUF,W,0,0,0,0,T.J. Galiardi
37,2010-01-11,37,21,COL,A,CGY,W,0,0,0,0,T.J. Galiardi
38,2010-01-16,38,21,COL,H,NJD,W,1,0,1,0,T.J. Galiardi
39,2010-01-18,39,21,COL,H,EDM,W,0,1,1,0,T.J. Galiardi
40,2010-01-22,40,21,COL,H,NSH,W,0,0,0,2,T.J. Galiardi
41,2010-01-24,41,21,COL,H,DAL,W,1,0,1,0,T.J. Galiardi
42,2010-01-28,42,21,COL,H,MIN,L,0,0,0,2,T.J. Galiardi
43,2010-01-29,43,21,COL,A,DAL,L,1,0,1,2,T.J. Galiardi
