Rk,Date,G,Age,Tm,Location,Opp,Result,Goals,Assists,PTS,PIM,Player
37,2006-02-02,37,23,MIN,A,SJS,W,1,0,1,0,Marian Gaborik
38,2006-02-04,38,23,MIN,A,PHX,W,2,0,2,0,Marian Gaborik
39,2006-02-07,39,23,MIN,H,LAK,W,2,1,3,0,Marian Gaborik
40,2006-02-09,40,23,MIN,H,COL,L,0,0,0,0,Marian Gaborik
41,2006-02-10,41,23,MIN,A,EDM,W,0,1,1,0,Marian Gaborik
42,2006-02-12,42,23,MIN,A,VAN,L-OT,0,0,0,0,Marian Gaborik
43,2006-02-28,43,24,MIN,A,COL,L,1,0,1,0,Marian Gaborik
44,2006-03-02,44,24,MIN,A,LAK,L,2,0,2,2,Marian Gaborik
45,2006-03-03,45,24,MIN,A,MDA,L,1,0,1,14,Marian Gaborik
46,2006-03-05,46,24,MIN,H,COL,W,1,1,2,0,Marian Gaborik
47,2006-03-07,47,24,MIN,H,LAK,L-OT,0,1,1,0,Marian Gaborik
48,2006-03-10,48,24,MIN,A,STL,L-OT,1,0,1,2,Marian Gaborik
49,2006-03-12,49,24,MIN,H,EDM,W,0,0,0,2,Marian Gaborik
50,2006-03-14,50,24,MIN,H,EDM,L,0,0,0,2,Marian Gaborik
51,2006-03-19,51,24,MIN,H,CGY,L,0,1,1,0,Marian Gaborik
52,2006-03-21,52,24,MIN,H,CGY,W,2,0,2,0,Marian Gaborik
53,2006-03-22,53,24,MIN,A,DAL,L,1,1,2,2,Marian Gaborik
54,2006-03-25,54,24,MIN,H,SJS,L,0,0,0,0,Marian Gaborik
55,2006-03-28,55,24,MIN,A,EDM,W,0,1,1,2,Marian Gaborik
56,2006-03-29,56,24,MIN,A,VAN,L,0,0,0,2,Marian Gaborik
57,2006-03-31,57,24,MIN,A,VAN,W,0,0,0,0,Marian Gaborik
58,2006-04-02,58,24,MIN,H,DET,L,1,0,1,0,Marian Gaborik
59,2006-04-04,59,24,MIN,H,STL,W,0,2,2,2,Marian Gaborik
60,2006-04-06,60,24,MIN,H,EDM,W,0,0,0,0,Marian Gaborik
61,2006-04-07,61,24,MIN,A,CGY,L,0,0,0,0,Marian Gaborik
62,2006-04-09,62,24,MIN,A,COL,W,3,1,4,0,Marian Gaborik
63,2006-04-11,63,24,MIN,H,CHI,W,0,0,0,4,Marian Gaborik
64,2006-04-13,64,24,MIN,A,NSH,L,0,0,0,2,Marian Gaborik
65,2006-04-15,65,24,MIN,A,DAL,L-OT,1,1,2,0,Marian Gaborik
1,2006-10-05,1,24,MIN,H,COL,W,1,1,2,2,Marian Gaborik
2,2006-10-07,2,24,MIN,H,NSH,W,1,1,2,2,Marian Gaborik
3,2006-10-10,3,24,MIN,H,VAN,W,0,0,0,0,Marian Gaborik
4,2006-10-12,4,24,MIN,H,WSH,W,0,1,1,0,Marian Gaborik
5,2006-10-14,5,24,MIN,H,CBJ,W,1,0,1,0,Marian Gaborik
6,2006-10-18,6,24,MIN,A,LAK,W,1,0,1,0,Marian Gaborik
7,2006-10-20,7,24,MIN,A,ANA,L,0,0,0,0,Marian Gaborik
8,2007-01-06,8,24,MIN,H,COL,L-SO,0,0,0,0,Marian Gaborik
9,2007-01-09,9,24,MIN,A,CGY,L,0,0,0,0,Marian Gaborik
10,2007-01-11,10,24,MIN,A,VAN,W,2,0,2,2,Marian Gaborik
11,2007-01-12,11,24,MIN,A,EDM,W,2,0,2,0,Marian Gaborik
12,2007-01-14,12,24,MIN,A,CHI,W,1,0,1,2,Marian Gaborik
13,2007-01-16,13,24,MIN,H,EDM,L,0,1,1,0,Marian Gaborik
14,2007-01-19,14,24,MIN,A,CHI,W,2,0,2,0,Marian Gaborik
15,2007-01-20,15,24,MIN,H,DAL,L-SO,0,0,0,0,Marian Gaborik
16,2007-01-26,16,24,MIN,H,CGY,W,0,1,1,0,Marian Gaborik
17,2007-01-27,17,24,MIN,A,CBJ,L,0,0,0,4,Marian Gaborik
18,2007-01-30,18,24,MIN,A,STL,W,0,1,1,2,Marian Gaborik
19,2007-02-01,19,24,MIN,A,COL,W,2,1,3,0,Marian Gaborik
20,2007-02-03,20,24,MIN,A,PHX,W,1,0,1,0,Marian Gaborik
21,2007-02-06,21,24,MIN,A,DAL,L,0,1,1,0,Marian Gaborik
22,2007-02-08,22,24,MIN,H,FLA,W,0,0,0,2,Marian Gaborik
23,2007-02-10,23,24,MIN,H,CAR,W,2,1,3,2,Marian Gaborik
24,2007-02-14,24,25,MIN,H,VAN,L-OT,1,1,2,0,Marian Gaborik
25,2007-02-17,25,25,MIN,A,NSH,W,1,1,2,0,Marian Gaborik
26,2007-02-18,26,25,MIN,A,STL,L,1,1,2,4,Marian Gaborik
27,2007-02-20,27,25,MIN,H,DAL,W,0,0,0,0,Marian Gaborik
28,2007-02-22,28,25,MIN,A,COL,W,0,1,1,0,Marian Gaborik
29,2007-02-25,29,25,MIN,H,EDM,W,1,0,1,0,Marian Gaborik
30,2007-02-28,30,25,MIN,A,CGY,L-SO,0,0,0,0,Marian Gaborik
31,2007-03-01,31,25,MIN,A,EDM,W,2,1,3,0,Marian Gaborik
32,2007-03-04,32,25,MIN,A,VAN,L-SO,1,0,1,0,Marian Gaborik
33,2007-03-06,33,25,MIN,H,SJS,L,0,0,0,0,Marian Gaborik
34,2007-03-08,34,25,MIN,A,BOS,W,0,0,0,4,Marian Gaborik
35,2007-03-09,35,25,MIN,A,BUF,W,0,1,1,2,Marian Gaborik
36,2007-03-11,36,25,MIN,H,COL,W,0,2,2,0,Marian Gaborik
37,2007-03-13,37,25,MIN,A,VAN,W,0,1,1,4,Marian Gaborik
38,2007-03-15,38,25,MIN,A,EDM,W,1,0,1,2,Marian Gaborik
39,2007-03-17,39,25,MIN,A,CGY,W,1,1,2,2,Marian Gaborik
40,2007-03-20,40,25,MIN,H,PHX,W,1,1,2,0,Marian Gaborik
41,2007-03-22,41,25,MIN,H,STL,W,2,1,3,0,Marian Gaborik
42,2007-03-24,42,25,MIN,H,LAK,W,0,1,1,0,Marian Gaborik
43,2007-03-27,43,25,MIN,H,CGY,L-SO,0,0,0,0,Marian Gaborik
44,2007-03-29,44,25,MIN,H,CGY,L,0,1,1,0,Marian Gaborik
45,2007-03-31,45,25,MIN,A,COL,L,1,0,1,0,Marian Gaborik
46,2007-04-03,46,25,MIN,H,EDM,W,0,2,2,4,Marian Gaborik
47,2007-04-05,47,25,MIN,H,EDM,W,1,0,1,0,Marian Gaborik
48,2007-04-07,48,25,MIN,H,STL,W,0,2,2,0,Marian Gaborik
1,2007-10-04,1,25,MIN,H,CHI,W,0,0,0,0,Marian Gaborik
2,2007-10-06,2,25,MIN,H,CBJ,W,0,0,0,0,Marian Gaborik
3,2007-10-10,3,25,MIN,H,EDM,W,0,2,2,0,Marian Gaborik
4,2007-10-13,4,25,MIN,A,PHX,W,1,0,1,6,Marian Gaborik
5,2007-10-14,5,25,MIN,A,ANA,W,0,0,0,0,Marian Gaborik
6,2007-10-16,6,25,MIN,A,LAK,L-SO,0,1,1,0,Marian Gaborik
7,2007-10-20,7,25,MIN,A,STL,W,0,1,1,0,Marian Gaborik
8,2007-10-21,8,25,MIN,H,COL,W,0,1,1,0,Marian Gaborik
9,2007-10-24,9,25,MIN,A,CGY,L,0,2,2,4,Marian Gaborik
10,2007-10-25,10,25,MIN,A,EDM,L-SO,0,0,0,0,Marian Gaborik
11,2007-11-01,11,25,MIN,H,STL,L,1,1,2,4,Marian Gaborik
12,2007-11-03,12,25,MIN,H,CGY,W,2,1,3,0,Marian Gaborik
13,2007-11-15,13,25,MIN,A,EDM,W,1,1,2,2,Marian Gaborik
14,2007-11-16,14,25,MIN,A,VAN,L,0,0,0,2,Marian Gaborik
15,2007-11-18,15,25,MIN,H,COL,W,0,0,0,0,Marian Gaborik
16,2007-11-21,16,25,MIN,H,VAN,L,2,0,2,2,Marian Gaborik
17,2007-11-23,17,25,MIN,H,CBJ,L,0,0,0,2,Marian Gaborik
18,2007-11-24,18,25,MIN,A,NSH,W,1,0,1,0,Marian Gaborik
19,2007-11-28,19,25,MIN,H,PHX,W,1,0,1,0,Marian Gaborik
20,2007-11-30,20,25,MIN,H,STL,W,1,0,1,0,Marian Gaborik
21,2007-12-02,21,25,MIN,H,VAN,W,0,1,1,0,Marian Gaborik
22,2007-12-05,22,25,MIN,H,PHI,L,0,1,1,0,Marian Gaborik
23,2007-12-07,23,25,MIN,A,DET,L,0,0,0,0,Marian Gaborik
24,2007-12-08,24,25,MIN,A,CBJ,W,0,1,1,0,Marian Gaborik
25,2007-12-11,25,25,MIN,A,SJS,L,0,1,1,2,Marian Gaborik
26,2007-12-14,26,25,MIN,A,ANA,W,1,0,1,0,Marian Gaborik
27,2007-12-15,27,25,MIN,A,LAK,W,1,0,1,2,Marian Gaborik
28,2007-12-18,28,25,MIN,H,NSH,W,1,0,1,0,Marian Gaborik
29,2007-12-20,29,25,MIN,H,NYR,W,5,1,6,0,Marian Gaborik
30,2007-12-22,30,25,MIN,H,DET,L,0,1,1,4,Marian Gaborik
31,2007-12-26,31,25,MIN,A,DAL,L,0,0,0,0,Marian Gaborik
32,2007-12-27,32,25,MIN,A,PHX,W,0,0,0,0,Marian Gaborik
33,2007-12-29,33,25,MIN,H,EDM,W,1,0,1,0,Marian Gaborik
34,2007-12-31,34,25,MIN,H,SJS,L,0,1,1,0,Marian Gaborik
35,2008-01-03,35,25,MIN,H,DAL,W,2,1,3,0,Marian Gaborik
36,2008-01-05,36,25,MIN,A,NSH,L,0,0,0,0,Marian Gaborik
37,2008-01-07,37,25,MIN,A,DAL,L,0,1,1,2,Marian Gaborik
38,2008-01-10,38,25,MIN,A,DET,W,1,2,3,0,Marian Gaborik
39,2008-01-11,39,25,MIN,A,CHI,W,2,0,2,0,Marian Gaborik
40,2008-01-13,40,25,MIN,H,PHX,W,1,1,2,0,Marian Gaborik
41,2008-01-16,41,25,MIN,H,CGY,L-SO,0,2,2,2,Marian Gaborik
42,2008-01-18,42,25,MIN,H,ANA,L,0,1,1,2,Marian Gaborik
43,2008-01-21,43,25,MIN,A,VAN,W,0,0,0,0,Marian Gaborik
44,2008-01-22,44,25,MIN,A,CGY,L,0,1,1,0,Marian Gaborik
45,2008-01-24,45,25,MIN,A,COL,W,0,1,1,0,Marian Gaborik
46,2008-01-30,46,25,MIN,H,ANA,W,1,0,1,2,Marian Gaborik
47,2008-02-02,47,25,MIN,A,CBJ,W,2,0,2,0,Marian Gaborik
48,2008-02-05,48,25,MIN,H,DET,L-OT,0,0,0,0,Marian Gaborik
49,2008-02-07,49,25,MIN,H,DAL,L,0,0,0,0,Marian Gaborik
50,2008-02-09,50,25,MIN,H,NYI,W,0,1,1,2,Marian Gaborik
51,2008-02-10,51,25,MIN,A,STL,W,1,0,1,0,Marian Gaborik
52,2008-02-12,52,25,MIN,A,EDM,L,0,1,1,2,Marian Gaborik
53,2008-02-14,53,26,MIN,A,VAN,W,1,0,1,0,Marian Gaborik
54,2008-02-17,54,26,MIN,H,NSH,W,2,1,3,0,Marian Gaborik
55,2008-02-19,55,26,MIN,H,VAN,L-OT,1,0,1,0,Marian Gaborik
56,2008-02-20,56,26,MIN,A,CHI,L,0,0,0,0,Marian Gaborik
57,2008-02-24,57,26,MIN,H,CGY,L,0,0,0,0,Marian Gaborik
58,2008-02-26,58,26,MIN,A,WSH,L,0,0,0,0,Marian Gaborik
59,2008-02-27,59,26,MIN,A,TBL,W,0,0,0,4,Marian Gaborik
60,2008-02-29,60,26,MIN,A,FLA,W,0,1,1,0,Marian Gaborik
61,2008-03-02,61,26,MIN,H,LAK,W,1,1,2,0,Marian Gaborik
62,2008-03-04,62,26,MIN,H,CHI,L,0,1,1,4,Marian Gaborik
63,2008-03-06,63,26,MIN,A,CAR,L,0,1,1,0,Marian Gaborik
64,2008-03-07,64,26,MIN,A,ATL,L-SO,0,1,1,0,Marian Gaborik
65,2008-03-09,65,26,MIN,H,SJS,L-SO,0,0,0,0,Marian Gaborik
66,2008-03-13,66,26,MIN,H,NJD,L-SO,1,0,1,0,Marian Gaborik
67,2008-03-15,67,26,MIN,H,LAK,W,1,0,1,4,Marian Gaborik
68,2008-03-17,68,26,MIN,H,COL,W,0,0,0,0,Marian Gaborik
69,2008-03-19,69,26,MIN,A,SJS,L-SO,2,0,2,0,Marian Gaborik
70,2008-03-21,70,26,MIN,A,VAN,W,0,0,0,0,Marian Gaborik
71,2008-03-22,71,26,MIN,A,CGY,L,0,2,2,0,Marian Gaborik
72,2008-03-24,72,26,MIN,A,EDM,L,0,0,0,0,Marian Gaborik
73,2008-03-26,73,26,MIN,H,EDM,W,0,1,1,0,Marian Gaborik
74,2008-03-28,74,26,MIN,H,VAN,W,0,2,2,2,Marian Gaborik
75,2008-03-30,75,26,MIN,H,COL,W,2,0,2,0,Marian Gaborik
76,2008-04-03,76,26,MIN,H,CGY,W,2,1,3,0,Marian Gaborik
77,2008-04-06,77,26,MIN,A,COL,L-SO,0,0,0,7,Marian Gaborik
1,2008-10-11,1,26,MIN,H,BOS,W,0,0,0,0,Marian Gaborik
2,2008-10-14,2,26,MIN,A,ATL,W,1,0,1,0,Marian Gaborik
3,2008-12-17,3,26,MIN,H,CGY,L-OT,1,1,2,0,Marian Gaborik
4,2008-12-19,4,26,MIN,H,NYI,W,0,0,0,0,Marian Gaborik
5,2008-12-20,5,26,MIN,A,STL,L,0,0,0,0,Marian Gaborik
6,2008-12-23,6,26,MIN,H,CAR,W,1,1,2,0,Marian Gaborik
7,2009-03-22,7,27,MIN,H,EDM,W,0,0,0,0,Marian Gaborik
8,2009-03-24,8,27,MIN,A,NYR,L,1,0,1,2,Marian Gaborik
9,2009-03-25,9,27,MIN,A,NYI,W,2,2,4,0,Marian Gaborik
10,2009-03-28,10,27,MIN,A,CGY,L,0,0,0,0,Marian Gaborik
11,2009-03-29,11,27,MIN,A,EDM,W,1,1,2,0,Marian Gaborik
12,2009-03-31,12,27,MIN,H,VAN,L-OT,1,0,1,0,Marian Gaborik
13,2009-04-03,13,27,MIN,H,CGY,W,1,0,1,0,Marian Gaborik
14,2009-04-05,14,27,MIN,A,DET,L,1,0,1,0,Marian Gaborik
15,2009-04-07,15,27,MIN,H,DAL,W,1,2,3,0,Marian Gaborik
16,2009-04-10,16,27,MIN,H,NSH,W,0,2,2,0,Marian Gaborik
17,2009-04-11,17,27,MIN,A,CBJ,W,2,1,3,0,Marian Gaborik
1,2009-10-02,1,27,NYR,A,PIT,L,1,0,1,0,Marian Gaborik
2,2009-10-03,2,27,NYR,H,OTT,W,1,1,2,0,Marian Gaborik
3,2009-10-05,3,27,NYR,A,NJD,W,0,1,1,0,Marian Gaborik
4,2009-10-08,4,27,NYR,A,WSH,W,2,0,2,0,Marian Gaborik
5,2009-10-11,5,27,NYR,H,ANA,W,0,1,1,0,Marian Gaborik
6,2009-10-12,6,27,NYR,H,TOR,W,1,1,2,2,Marian Gaborik
7,2009-10-14,7,27,NYR,H,LAK,W,1,0,1,0,Marian Gaborik
8,2009-10-17,8,27,NYR,A,TOR,W,0,2,2,0,Marian Gaborik
9,2009-10-19,9,27,NYR,H,SJS,L,0,0,0,2,Marian Gaborik
10,2009-10-22,10,27,NYR,H,NJD,L,1,0,1,0,Marian Gaborik
11,2009-10-24,11,27,NYR,A,MTL,L-OT,1,1,2,0,Marian Gaborik
12,2009-10-26,12,27,NYR,H,PHX,W,2,1,3,0,Marian Gaborik
13,2009-11-01,13,27,NYR,H,BOS,W,1,0,1,0,Marian Gaborik
14,2009-11-03,14,27,NYR,A,VAN,L,0,0,0,0,Marian Gaborik
15,2009-11-05,15,27,NYR,A,EDM,W,1,1,2,0,Marian Gaborik
16,2009-11-07,16,27,NYR,A,CGY,L,0,1,1,0,Marian Gaborik
17,2009-11-12,17,27,NYR,H,ATL,L,1,1,2,0,Marian Gaborik
18,2009-11-14,18,27,NYR,A,OTT,W,0,1,1,0,Marian Gaborik
19,2009-11-17,19,27,NYR,H,WSH,L,2,0,2,0,Marian Gaborik
20,2009-11-21,20,27,NYR,H,FLA,L,1,0,1,0,Marian Gaborik
21,2009-11-23,21,27,NYR,H,CBJ,W,2,2,4,0,Marian Gaborik
22,2009-11-25,22,27,NYR,A,FLA,W,1,0,1,2,Marian Gaborik
23,2009-11-27,23,27,NYR,A,TBL,L,0,0,0,0,Marian Gaborik
24,2009-11-28,24,27,NYR,A,PIT,L,0,2,2,0,Marian Gaborik
25,2009-11-30,25,27,NYR,H,PIT,L,2,0,2,0,Marian Gaborik
26,2009-12-05,26,27,NYR,A,BUF,W,0,1,1,0,Marian Gaborik
27,2009-12-06,27,27,NYR,H,DET,L,0,0,0,0,Marian Gaborik
28,2009-12-09,28,27,NYR,A,CHI,L-OT,0,1,1,0,Marian Gaborik
29,2009-12-12,29,27,NYR,H,BUF,L,1,1,2,0,Marian Gaborik
30,2009-12-14,30,27,NYR,H,ATL,L-SO,1,0,1,0,Marian Gaborik
31,2009-12-16,31,27,NYR,H,NYI,L,0,0,0,2,Marian Gaborik
32,2009-12-17,32,27,NYR,A,NYI,W,1,2,3,0,Marian Gaborik
33,2009-12-19,33,27,NYR,A,PHI,W,0,0,0,2,Marian Gaborik
34,2009-12-21,34,27,NYR,A,CAR,W,1,1,2,0,Marian Gaborik
35,2009-12-23,35,27,NYR,H,FLA,W,1,1,2,4,Marian Gaborik
36,2009-12-26,36,27,NYR,H,NYI,L-OT,0,0,0,0,Marian Gaborik
37,2009-12-30,37,27,NYR,H,PHI,L,0,0,0,0,Marian Gaborik
38,2009-12-31,38,27,NYR,A,CAR,W,0,2,2,0,Marian Gaborik
39,2010-01-02,39,27,NYR,H,CAR,L-OT,1,0,1,0,Marian Gaborik
40,2010-01-04,40,27,NYR,H,BOS,W,0,0,0,2,Marian Gaborik
41,2010-01-06,41,27,NYR,H,DAL,W,1,0,1,0,Marian Gaborik
42,2010-01-07,42,27,NYR,A,ATL,L-SO,0,0,0,0,Marian Gaborik
43,2010-01-09,43,27,NYR,A,BOS,W,0,1,1,0,Marian Gaborik
44,2010-01-12,44,27,NYR,H,NJD,L-SO,0,0,0,0,Marian Gaborik
45,2010-01-14,45,27,NYR,H,OTT,L,0,0,0,0,Marian Gaborik
46,2010-01-16,46,27,NYR,A,STL,L,0,0,0,0,Marian Gaborik
47,2010-01-17,47,27,NYR,H,MTL,W,1,2,3,0,Marian Gaborik
48,2010-01-19,48,27,NYR,H,TBL,W,0,4,4,0,Marian Gaborik
49,2010-01-21,49,27,NYR,A,PHI,L,0,0,0,7,Marian Gaborik
50,2010-01-23,50,27,NYR,A,MTL,L,0,0,0,2,Marian Gaborik
51,2010-01-25,51,27,NYR,H,PIT,L,0,0,0,2,Marian Gaborik
52,2010-01-27,52,27,NYR,H,CAR,L,0,0,0,0,Marian Gaborik
53,2010-01-30,53,27,NYR,A,PHX,L,1,0,1,2,Marian Gaborik
54,2010-01-31,54,27,NYR,A,COL,W,3,0,3,4,Marian Gaborik
55,2010-02-02,55,27,NYR,A,LAK,L,1,0,1,0,Marian Gaborik
56,2010-02-04,56,27,NYR,H,WSH,L,0,2,2,0,Marian Gaborik
57,2010-02-06,57,27,NYR,H,NJD,W,1,0,1,0,Marian Gaborik
58,2010-02-12,58,27,NYR,A,PIT,W,0,0,0,0,Marian Gaborik
59,2010-03-06,59,28,NYR,A,WSH,L,0,0,0,2,Marian Gaborik
60,2010-03-07,60,28,NYR,H,BUF,L-OT,0,0,0,0,Marian Gaborik
61,2010-03-10,61,28,NYR,A,NJD,L,0,1,1,0,Marian Gaborik
62,2010-03-12,62,28,NYR,A,ATL,W,1,2,3,0,Marian Gaborik
63,2010-03-14,63,28,NYR,H,PHI,W,0,0,0,0,Marian Gaborik
64,2010-03-16,64,28,NYR,H,MTL,L,0,0,0,0,Marian Gaborik
65,2010-03-18,65,28,NYR,H,STL,L,1,2,3,0,Marian Gaborik
66,2010-03-21,66,28,NYR,A,BOS,L,0,0,0,0,Marian Gaborik
67,2010-03-24,67,28,NYR,H,NYI,W,2,1,3,0,Marian Gaborik
68,2010-03-25,68,28,NYR,A,NJD,W,0,0,0,0,Marian Gaborik
69,2010-03-27,69,28,NYR,A,TOR,L-OT,0,0,0,0,Marian Gaborik
70,2010-03-30,70,28,NYR,A,NYI,W,1,0,1,0,Marian Gaborik
71,2010-04-02,71,28,NYR,A,TBL,W,0,1,1,2,Marian Gaborik
72,2010-04-03,72,28,NYR,A,FLA,W,1,1,2,0,Marian Gaborik
73,2010-04-06,73,28,NYR,A,BUF,L,0,0,0,0,Marian Gaborik
74,2010-04-07,74,28,NYR,H,TOR,W,0,1,1,0,Marian Gaborik
75,2010-04-09,75,28,NYR,H,PHI,W,1,1,2,0,Marian Gaborik
76,2010-04-11,76,28,NYR,A,PHI,L-SO,0,0,0,0,Marian Gaborik
1,2010-10-09,1,28,NYR,A,BUF,W,0,1,1,0,Marian Gaborik
2,2010-10-11,2,28,NYR,A,NYI,L,0,1,1,2,Marian Gaborik
3,2010-10-15,3,28,NYR,H,TOR,L-OT,0,0,0,0,Marian Gaborik
4,2010-11-11,4,28,NYR,H,BUF,W,0,0,0,0,Marian Gaborik
5,2010-11-14,5,28,NYR,H,EDM,W,3,1,4,2,Marian Gaborik
6,2010-11-15,6,28,NYR,A,PIT,W,0,0,0,2,Marian Gaborik
7,2010-11-17,7,28,NYR,H,BOS,L,1,0,1,2,Marian Gaborik
8,2010-11-19,8,28,NYR,A,COL,L,0,1,1,0,Marian Gaborik
9,2010-11-20,9,28,NYR,A,MIN,W,0,1,1,0,Marian Gaborik
10,2010-11-22,10,28,NYR,H,CGY,W,0,0,0,0,Marian Gaborik
11,2010-11-24,11,28,NYR,A,TBL,L,0,1,1,0,Marian Gaborik
12,2010-11-26,12,28,NYR,A,FLA,W,0,0,0,0,Marian Gaborik
13,2010-11-29,13,28,NYR,H,PIT,L,1,0,1,0,Marian Gaborik
14,2010-12-02,14,28,NYR,A,NYI,W,3,1,4,0,Marian Gaborik
15,2010-12-03,15,28,NYR,H,NYI,W,0,0,0,0,Marian Gaborik
16,2010-12-05,16,28,NYR,H,OTT,L,0,0,0,0,Marian Gaborik
17,2010-12-09,17,28,NYR,A,OTT,W,0,2,2,0,Marian Gaborik
18,2010-12-11,18,28,NYR,A,CBJ,L,0,0,0,0,Marian Gaborik
19,2010-12-12,19,28,NYR,H,WSH,W,1,0,1,0,Marian Gaborik
20,2010-12-15,20,28,NYR,A,PIT,W,0,1,1,0,Marian Gaborik
21,2010-12-16,21,28,NYR,H,PHX,W,0,0,0,0,Marian Gaborik
22,2010-12-18,22,28,NYR,A,PHI,L,0,0,0,0,Marian Gaborik
23,2010-12-27,23,28,NYR,H,NYI,W,1,1,2,0,Marian Gaborik
24,2010-12-29,24,28,NYR,A,NJD,W,0,0,0,0,Marian Gaborik
25,2011-01-01,25,28,NYR,A,TBL,L-OT,1,0,1,0,Marian Gaborik
26,2011-01-02,26,28,NYR,A,FLA,L,0,0,0,0,Marian Gaborik
27,2011-01-05,27,28,NYR,H,CAR,W,0,0,0,0,Marian Gaborik
28,2011-01-07,28,28,NYR,A,DAL,W,0,0,0,0,Marian Gaborik
29,2011-01-08,29,28,NYR,A,STL,W,0,1,1,0,Marian Gaborik
30,2011-01-11,30,28,NYR,H,MTL,L,0,0,0,0,Marian Gaborik
31,2011-01-13,31,28,NYR,H,VAN,W,0,1,1,0,Marian Gaborik
32,2011-01-15,32,28,NYR,A,MTL,L,0,0,0,0,Marian Gaborik
33,2011-01-16,33,28,NYR,H,PHI,L,0,0,0,0,Marian Gaborik
34,2011-01-19,34,28,NYR,H,TOR,W,4,1,5,0,Marian Gaborik
35,2011-01-20,35,28,NYR,A,CAR,L,0,0,0,0,Marian Gaborik
36,2011-01-22,36,28,NYR,A,ATL,W,0,0,0,0,Marian Gaborik
37,2011-01-24,37,28,NYR,A,WSH,W,1,0,1,0,Marian Gaborik
38,2011-01-25,38,28,NYR,H,FLA,L,0,1,1,0,Marian Gaborik
39,2011-02-01,39,28,NYR,H,PIT,L-SO,0,1,1,0,Marian Gaborik
40,2011-02-03,40,28,NYR,H,NJD,L,0,1,1,0,Marian Gaborik
41,2011-02-05,41,28,NYR,A,MTL,L,0,0,0,0,Marian Gaborik
42,2011-02-07,42,28,NYR,A,DET,L,0,1,1,0,Marian Gaborik
43,2011-02-11,43,28,NYR,A,ATL,L,0,2,2,0,Marian Gaborik
44,2011-02-13,44,28,NYR,H,PIT,W,0,1,1,0,Marian Gaborik
45,2011-02-17,45,29,NYR,H,LAK,W,1,0,1,0,Marian Gaborik
46,2011-02-18,46,29,NYR,A,NJD,L,0,0,0,0,Marian Gaborik
47,2011-02-20,47,29,NYR,H,PHI,L,0,0,0,0,Marian Gaborik
48,2011-03-06,48,29,NYR,H,PHI,W,0,0,0,2,Marian Gaborik
49,2011-03-09,49,29,NYR,A,ANA,L,1,0,1,0,Marian Gaborik
50,2011-03-12,50,29,NYR,A,SJS,W,0,1,1,0,Marian Gaborik
51,2011-03-15,51,29,NYR,H,NYI,W,2,0,2,0,Marian Gaborik
52,2011-03-18,52,29,NYR,H,MTL,W,1,0,1,0,Marian Gaborik
53,2011-03-20,53,29,NYR,A,PIT,W,1,0,1,0,Marian Gaborik
54,2011-03-22,54,29,NYR,H,FLA,W,0,0,0,0,Marian Gaborik
55,2011-03-24,55,29,NYR,H,OTT,L-SO,0,0,0,0,Marian Gaborik
56,2011-03-26,56,29,NYR,A,BOS,W,0,0,0,2,Marian Gaborik
57,2011-03-30,57,29,NYR,A,BUF,L,0,0,0,0,Marian Gaborik
58,2011-03-31,58,29,NYR,A,NYI,L,0,1,1,4,Marian Gaborik
59,2011-04-03,59,29,NYR,A,PHI,W,0,1,1,2,Marian Gaborik
60,2011-04-04,60,29,NYR,H,BOS,W,0,1,1,0,Marian Gaborik
61,2011-04-07,61,29,NYR,H,ATL,L,0,0,0,0,Marian Gaborik
62,2011-04-09,62,29,NYR,H,NJD,W,0,1,1,0,Marian Gaborik
1,2011-10-07,1,29,NYR,A,LAK,L-OT,1,0,1,0,Marian Gaborik
2,2011-10-08,2,29,NYR,A,ANA,L-SO,0,0,0,0,Marian Gaborik
3,2011-10-15,3,29,NYR,A,NYI,L,1,0,1,2,Marian Gaborik
4,2011-10-18,4,29,NYR,A,VAN,W,1,0,1,0,Marian Gaborik
5,2011-10-20,5,29,NYR,A,CGY,W,1,0,1,2,Marian Gaborik
6,2011-10-22,6,29,NYR,A,EDM,L,0,0,0,2,Marian Gaborik
7,2011-10-24,7,29,NYR,A,WPG,W,0,0,0,0,Marian Gaborik
8,2011-10-27,8,29,NYR,H,TOR,L,0,1,1,0,Marian Gaborik
9,2011-10-29,9,29,NYR,H,OTT,L-SO,1,2,3,0,Marian Gaborik
10,2011-10-31,10,29,NYR,H,SJS,W,0,0,0,0,Marian Gaborik
11,2011-11-03,11,29,NYR,H,ANA,W,0,1,1,0,Marian Gaborik
12,2011-11-05,12,29,NYR,H,MTL,W,0,1,1,0,Marian Gaborik
13,2011-11-06,13,29,NYR,H,WPG,W,2,1,3,2,Marian Gaborik
14,2011-11-09,14,29,NYR,A,OTT,W,2,0,2,0,Marian Gaborik
15,2011-11-11,15,29,NYR,H,CAR,W,0,0,0,0,Marian Gaborik
16,2011-11-15,16,29,NYR,A,NYI,W,0,0,0,0,Marian Gaborik
17,2011-11-19,17,29,NYR,A,MTL,L,0,0,0,0,Marian Gaborik
18,2011-11-23,18,29,NYR,A,FLA,L,0,1,1,0,Marian Gaborik
19,2011-11-25,19,29,NYR,A,WSH,W,1,0,1,0,Marian Gaborik
20,2011-11-26,20,29,NYR,H,PHI,W,0,0,0,0,Marian Gaborik
21,2011-11-29,21,29,NYR,H,PIT,W,1,1,2,2,Marian Gaborik
