,Player,Age,Player_Season_Num,PTS,GP,prev_GP,prev_G,prev_A,prev_PTS,prev_S,prev_TOI,career_GP,career_G,career_A,career_PTS,career_S,games,total_goals_per_game,goals_pp,chances_pp,shots,shot_pct
9540,Manny Malhotra,32.0,14,0,9,71,14,19,33,111.0,1109.0,705,90,140,230,904.0,82,5.53,56,304,2486,9.1
9541,Manny Malhotra,33.0,15,13,69,72,11,19,30,111.0,1164.0,777,101,159,260,1015.0,82,5.46,52,291,2492,9.0
9542,Manny Malhotra,34.0,16,4,58,78,7,11,18,60.0,963.0,855,108,170,278,1075.0,82,5.32,47,271,2439,8.9
9543,Marc Bergevin,22.0,4,7,58,60,0,6,6,41.0,,60,0,6,6,41.0,80,7.77,71,321,2447,12.7
9544,Marc Bergevin,23.0,5,15,69,71,7,7,14,50.0,,131,7,13,20,91.0,80,7.94,82,370,2484,12.8
9545,Marc Bergevin,24.0,6,4,18,66,4,10,14,55.0,,197,11,23,34,146.0,80,7.34,72,344,2400,12.2
9546,Marc Bergevin,25.0,7,0,4,58,1,6,7,51.0,,255,12,29,41,197.0,80,7.43,89,437,2435,12.2
9547,Marc Bergevin,26.0,8,24,75,69,2,13,15,65.0,,324,14,42,56,262.0,80,7.48,85,403,2430,12.3
9548,Marc Bergevin,27.0,9,14,78,18,0,4,4,12.0,,342,14,46,60,274.0,80,7.37,76,367,2421,12.2
9549,Marc Bergevin,28.0,10,16,83,4,0,0,0,2.0,,346,14,46,60,276.0,80,6.91,71,366,2385,11.6
9550,Marc Bergevin,29.0,11,6,44,75,7,17,24,96.0,,421,21,63,84,372.0,80,6.96,77,402,2440,11.4
9551,Marc Bergevin,30.0,12,10,70,78,2,12,14,69.0,,499,23,75,98,441.0,84,7.25,87,443,2603,11.7
9552,Marc Bergevin,31.0,13,4,82,83,1,15,16,76.0,,582,24,90,114,517.0,84,6.48,76,407,2545,10.7
9553,Marc Bergevin,32.0,14,10,81,44,2,4,6,32.0,,626,26,94,120,549.0,48,5.97,37,209,1408,10.2
9554,Marc Bergevin,33.0,15,2,52,70,1,9,10,26.0,,696,27,103,130,575.0,82,6.29,74,413,2481,10.4
9555,Marc Bergevin,34.0,16,9,81,82,0,4,4,30.0,,778,27,107,134,605.0,82,5.83,55,336,2444,9.8
9556,Marc Bergevin,35.0,17,5,38,81,3,7,10,40.0,,859,30,114,144,645.0,82,5.28,57,380,2242,9.6
9557,Marc Bergevin,36.0,18,3,30,52,1,1,2,40.0,840.0,911,31,115,146,685.0,82,5.27,57,359,2285,9.4
9558,Marc Bergevin,37.0,19,7,70,81,1,8,9,54.0,1723.0,992,32,123,155,739.0,82,5.49,53,331,2294,9.8
9559,Marc Bergevin,38.0,20,11,61,38,1,4,5,12.0,640.0,1030,33,127,160,751.0,82,5.51,63,376,2272,9.9
9560,Marc Bureau,26.0,4,31,63,5,0,0,0,3.0,,5,0,0,0,3.0,80,7.37,76,367,2421,12.2
9561,Marc Bureau,27.0,5,15,75,14,0,6,6,12.0,,19,0,6,6,15.0,80,6.91,71,366,2385,11.6
9562,Marc Bureau,28.0,6,14,48,46,6,4,10,53.0,,65,6,10,16,68.0,80,6.96,77,402,2440,11.4
9563,Marc Bureau,29.0,7,10,65,63,10,21,31,132.0,,128,16,31,47,200.0,84,7.25,87,443,2603,11.7
9564,Marc Bureau,30.0,8,15,43,75,8,7,15,110.0,,203,24,38,62,310.0,84,6.48,76,407,2545,10.7
9565,Marc Bureau,31.0,9,19,74,48,2,12,14,72.0,,251,26,50,76,382.0,48,5.97,37,209,1408,10.2
9566,Marc Bureau,32.0,10,10,71,65,3,7,10,43.0,,316,29,57,86,425.0,82,6.29,74,413,2481,10.4
9567,Marc Bureau,33.0,11,8,63,43,6,9,15,56.0,,359,35,66,101,481.0,82,5.83,55,336,2444,9.8
9568,Marc Chorney,24.0,4,13,75,8,1,6,7,3.0,,8,1,6,7,3.0,80,7.69,77,340,2441,12.6
9569,Marc Chouinard,26.0,4,21,45,44,3,4,7,26.0,345.0,44,3,4,7,26.0,82,5.51,63,376,2272,9.9
9570,Marc Chouinard,28.0,5,30,74,45,4,5,9,40.0,477.0,89,7,9,16,66.0,82,5.24,53,338,2262,9.5
9571,Marc Chouinard,29.0,6,4,42,70,3,4,7,52.0,659.0,159,10,13,23,118.0,82,5.31,60,363,2326,9.4
9572,Marc Crawford,23.0,4,0,1,40,4,8,12,57.0,,40,4,8,12,57.0,80,8.03,73,320,2489,12.9
9573,Marc Crawford,24.0,5,25,54,41,4,5,9,34.0,,81,8,13,21,91.0,80,7.73,71,310,2444,12.7
9574,Marc Crawford,25.0,6,3,21,19,0,1,1,12.0,,100,8,14,22,103.0,80,7.89,74,336,2448,12.9
9575,Marc Fortier,24.0,4,4,14,27,4,10,14,40.0,,27,4,10,14,40.0,80,7.43,89,437,2435,12.2
9576,Marc Fortier,25.0,5,14,39,57,20,19,39,90.0,,84,24,29,53,130.0,80,7.48,85,403,2430,12.3
9577,Marc Fortier,26.0,6,1,16,59,13,17,30,89.0,,143,37,46,83,219.0,80,7.37,76,367,2421,12.2
9578,Marc Habscheid,21.0,4,8,26,7,1,3,4,7.0,,7,1,3,4,7.0,80,8.03,73,320,2489,12.9
9579,Marc Habscheid,22.0,5,5,6,32,3,10,13,19.0,,39,4,13,17,26.0,80,7.73,71,310,2444,12.7
9580,Marc Habscheid,23.0,6,2,15,9,1,0,1,6.0,,48,5,13,18,32.0,80,7.89,74,336,2448,12.9
9581,Marc Habscheid,24.0,7,15,16,26,5,3,8,30.0,,74,10,16,26,62.0,80,7.77,71,321,2447,12.7
9582,Marc Habscheid,25.0,8,54,76,6,2,3,5,8.0,,80,12,19,31,70.0,80,7.94,82,370,2484,12.8
9583,Marc Habscheid,26.0,9,26,66,15,2,0,2,14.0,,95,14,19,33,84.0,80,7.34,72,344,2400,12.2
9584,Marc Habscheid,27.0,10,17,46,16,4,11,15,44.0,,111,18,30,48,128.0,80,7.43,89,437,2435,12.2
9585,Marc Habscheid,28.0,11,18,46,76,23,31,54,182.0,,187,41,61,102,310.0,80,7.48,85,403,2430,12.3
9586,Marc Methot,24.0,4,8,60,20,0,4,4,11.0,293.0,20,0,4,4,11.0,82,5.76,70,398,2426,9.7
9587,Marc Methot,25.0,5,15,74,9,0,0,0,9.0,128.0,29,0,4,4,20.0,82,5.44,62,351,2383,9.4
9588,Marc Methot,26.0,6,7,46,66,4,13,17,58.0,1185.0,95,4,17,21,78.0,82,5.7,65,341,2477,9.4
9589,Marc Methot,27.0,7,11,47,60,2,6,8,42.0,1171.0,155,6,23,29,120.0,82,5.53,56,304,2486,9.1
9590,Marc Methot,28.0,8,23,75,74,0,15,15,58.0,1472.0,229,6,38,44,178.0,82,5.46,52,291,2492,9.0
9591,Marc Methot,29.0,9,11,45,46,1,6,7,42.0,922.0,275,7,44,51,220.0,82,5.32,47,271,2439,8.9
9592,Marc Methot,30.0,10,12,69,47,2,9,11,53.0,1045.0,322,9,53,62,273.0,48,5.31,29,160,1399,9.1
9593,Marc Methot,31.0,11,12,68,75,6,17,23,117.0,1632.0,397,15,70,85,390.0,82,5.34,48,269,2463,8.9
9594,Marc Methot,32.0,12,3,36,45,1,10,11,49.0,1020.0,442,16,80,96,439.0,82,5.32,47,251,2453,8.9
9595,Marc Methot,33.0,13,0,9,69,5,7,12,74.0,1425.0,511,21,87,108,513.0,82,5.34,48,255,2438,9.0
9596,Marc Moro,24.0,4,0,15,1,0,0,0,0.0,,1,0,0,0,0.0,82,5.28,57,380,2242,9.6
9597,Marc Potvin,27.0,4,5,54,9,0,0,0,13.0,,9,0,0,0,13.0,80,6.91,71,366,2385,11.6
9598,Marc Potvin,28.0,5,1,6,5,1,0,1,4.0,,14,1,0,1,17.0,80,6.96,77,402,2440,11.4
9599,Marc Potvin,29.0,6,0,27,20,0,1,1,7.0,,34,1,1,2,24.0,84,7.25,87,443,2603,11.7
9600,Marc Pouliot,23.0,4,20,63,8,1,0,1,5.0,68.0,8,1,0,1,5.0,82,6.05,85,480,2458,10.1
9601,Marc Pouliot,24.0,5,14,35,46,4,7,11,73.0,600.0,54,5,7,12,78.0,82,5.76,70,398,2426,9.7
9602,Marc Pouliot,25.0,6,0,3,24,1,6,7,32.0,248.0,78,6,13,19,110.0,82,5.44,62,351,2383,9.4
9603,Marc Pouliot,26.0,7,4,13,63,8,12,20,94.0,725.0,141,14,25,39,204.0,82,5.7,65,341,2477,9.4
9604,Marc Savard,23.0,4,65,77,28,1,5,6,32.0,,28,1,5,6,32.0,82,5.28,57,380,2242,9.6
9605,Marc Savard,24.0,5,33,56,70,9,36,45,116.0,1021.0,98,10,41,51,148.0,82,5.27,57,359,2285,9.4
9606,Marc Savard,25.0,6,50,67,78,22,31,53,184.0,1294.0,176,32,72,104,332.0,82,5.49,53,331,2294,9.8
9607,Marc Savard,26.0,7,52,45,77,23,42,65,197.0,1480.0,253,55,114,169,529.0,82,5.51,63,376,2272,9.9
9608,Marc Savard,28.0,8,97,82,56,14,19,33,140.0,970.0,309,69,133,202,669.0,82,5.24,53,338,2262,9.5
9609,Marc Savard,29.0,9,96,82,67,17,33,50,148.0,1277.0,376,86,166,252,817.0,82,5.31,60,363,2326,9.4
9610,Marc Savard,30.0,10,78,74,45,19,33,52,133.0,1004.0,421,105,199,304,950.0,82,5.14,57,348,2300,9.2
9611,Marc Savard,31.0,11,88,82,82,28,69,97,212.0,1682.0,503,133,268,401,1162.0,82,6.05,85,480,2458,10.1
9612,Marc Savard,32.0,12,33,41,82,22,74,96,221.0,1658.0,585,155,342,497,1383.0,82,5.76,70,398,2426,9.7
9613,Marc Savard,33.0,13,10,25,74,15,63,78,196.0,1519.0,659,170,405,575,1579.0,82,5.44,62,351,2383,9.4
9614,Marc Staal,24.0,4,29,77,80,2,8,10,78.0,1504.0,80,2,8,10,78.0,82,5.44,62,351,2383,9.4
9615,Marc Staal,25.0,5,5,46,82,3,12,15,96.0,1733.0,162,5,20,25,174.0,82,5.7,65,341,2477,9.4
9616,Marc Staal,26.0,6,11,21,82,8,19,27,78.0,1897.0,244,13,39,52,252.0,82,5.53,56,304,2486,9.1
9617,Marc Staal,27.0,7,14,72,77,7,22,29,116.0,1982.0,321,20,61,81,368.0,82,5.46,52,291,2492,9.0
9618,Marc Staal,28.0,8,20,80,46,2,3,5,61.0,915.0,367,22,64,86,429.0,82,5.32,47,271,2439,8.9
9619,Marc Staal,29.0,9,15,77,21,2,9,11,20.0,513.0,388,24,73,97,449.0,48,5.31,29,160,1399,9.1
9620,Marc Staal,30.0,10,10,72,72,3,11,14,92.0,1477.0,460,27,84,111,541.0,82,5.34,48,269,2463,8.9
9621,Marc Staal,31.0,11,8,72,80,5,15,20,97.0,1691.0,540,32,99,131,638.0,82,5.32,47,251,2453,8.9
9622,Marc Staal,32.0,12,13,79,77,2,13,15,65.0,1515.0,617,34,112,146,703.0,82,5.34,48,255,2438,9.0
9623,Marc Staal,33.0,13,11,52,72,3,7,10,70.0,1381.0,689,37,119,156,773.0,82,5.45,47,245,2478,9.0
9624,Marc-Andre Bergeron,26.0,4,46,78,5,1,1,2,5.0,83.0,5,1,1,2,5.0,82,5.31,60,363,2326,9.4
9625,Marc-Andre Bergeron,27.0,5,19,55,54,9,17,26,105.0,953.0,59,10,18,28,110.0,82,5.14,57,348,2300,9.2
9626,Marc-Andre Bergeron,28.0,6,32,72,75,15,20,35,144.0,1592.0,134,25,38,63,254.0,82,6.05,85,480,2458,10.1
9627,Marc-Andre Bergeron,29.0,7,34,60,78,14,32,46,166.0,1491.0,212,39,70,109,420.0,82,5.76,70,398,2426,9.7
9628,Marc-Andre Bergeron,30.0,8,8,23,55,9,10,19,108.0,957.0,267,48,80,128,528.0,82,5.44,62,351,2383,9.4
9629,Marc-Andre Bergeron,31.0,9,24,43,72,14,18,32,140.0,1217.0,339,62,98,160,668.0,82,5.7,65,341,2477,9.4
9630,Marc-Andre Bergeron,32.0,10,9,25,60,13,21,34,123.0,904.0,399,75,119,194,791.0,82,5.53,56,304,2486,9.1
9631,Marc-Andre Gragnani,24.0,4,15,58,2,0,0,0,1.0,13.0,2,0,0,0,1.0,82,5.44,62,351,2383,9.4
9632,Marc-Andre Gragnani,25.0,5,0,1,4,0,0,0,3.0,62.0,6,0,0,0,4.0,82,5.7,65,341,2477,9.4
9633,Marc-Andre Gragnani,28.0,6,0,4,9,1,2,3,11.0,138.0,15,1,2,3,15.0,82,5.46,52,291,2492,9.0
9634,Marc-Edouard Vlasic,22.0,4,16,64,81,3,23,26,66.0,1798.0,81,3,23,26,66.0,82,5.76,70,398,2426,9.7
9635,Marc-Edouard Vlasic,23.0,5,18,80,82,2,12,14,72.0,1772.0,163,5,35,40,138.0,82,5.44,62,351,2383,9.4
9636,Marc-Edouard Vlasic,24.0,6,23,82,82,6,30,36,104.0,1960.0,245,11,65,76,242.0,82,5.7,65,341,2477,9.4
9637,Marc-Edouard Vlasic,25.0,7,7,48,64,3,13,16,74.0,1414.0,309,14,78,92,316.0,82,5.53,56,304,2486,9.1
9638,Marc-Edouard Vlasic,26.0,8,24,81,80,4,14,18,116.0,1669.0,389,18,92,110,432.0,82,5.46,52,291,2492,9.0
9639,Marc-Edouard Vlasic,27.0,9,23,70,82,4,19,23,119.0,1899.0,471,22,111,133,551.0,82,5.32,47,271,2439,8.9
9640,Marc-Edouard Vlasic,28.0,10,39,67,48,3,4,7,59.0,1000.0,519,25,115,140,610.0,48,5.31,29,160,1399,9.1
9641,Marc-Edouard Vlasic,29.0,11,28,75,81,5,19,24,138.0,1678.0,600,30,134,164,748.0,82,5.34,48,269,2463,8.9
9642,Marc-Edouard Vlasic,30.0,12,32,81,70,9,14,23,98.0,1548.0,670,39,148,187,846.0,82,5.32,47,251,2453,8.9
9643,Marc-Edouard Vlasic,31.0,13,25,72,67,8,31,39,116.0,1550.0,737,47,179,226,962.0,82,5.34,48,255,2438,9.0
9644,Marc-Edouard Vlasic,32.0,14,15,70,75,6,22,28,144.0,1593.0,812,53,201,254,1106.0,82,5.45,47,245,2478,9.0
9645,Marcel Goc,25.0,4,11,55,81,8,14,22,96.0,948.0,81,8,14,22,96.0,82,6.05,85,480,2458,10.1
9646,Marcel Goc,26.0,5,30,73,78,5,8,13,96.0,937.0,159,13,22,35,192.0,82,5.76,70,398,2426,9.7
9647,Marcel Goc,27.0,6,24,51,51,5,3,8,87.0,545.0,210,18,25,43,279.0,82,5.44,62,351,2383,9.4
9648,Marcel Goc,28.0,7,27,57,55,2,9,11,104.0,765.0,265,20,34,54,383.0,82,5.7,65,341,2477,9.4
9649,Marcel Goc,29.0,8,19,42,73,12,18,30,118.0,1072.0,338,32,52,84,501.0,82,5.53,56,304,2486,9.1
9650,Marcel Goc,30.0,9,25,74,51,9,15,24,111.0,818.0,389,41,67,108,612.0,82,5.46,52,291,2492,9.0
9651,Marcel Goc,31.0,10,9,74,57,11,16,27,97.0,1004.0,446,52,83,135,709.0,82,5.32,47,271,2439,8.9
9652,Marcel Hossa,24.0,4,16,64,10,3,1,4,20.0,111.0,10,3,1,4,20.0,82,5.24,53,338,2262,9.5
9653,Marcel Hossa,25.0,5,18,64,34,6,7,13,51.0,475.0,44,9,8,17,71.0,82,5.31,60,363,2326,9.4
9654,Marcel Hossa,26.0,6,8,50,15,1,1,2,19.0,223.0,59,10,9,19,90.0,82,5.14,57,348,2300,9.2
9655,Marco Scandella,23.0,4,17,76,20,0,2,2,13.0,299.0,20,0,2,2,13.0,82,5.46,52,291,2492,9.0
9656,Marco Scandella,24.0,5,23,64,63,3,9,12,77.0,1372.0,83,3,11,14,90.0,82,5.32,47,271,2439,8.9
9657,Marco Scandella,25.0,6,21,73,6,1,0,1,7.0,87.0,89,4,11,15,97.0,48,5.31,29,160,1399,9.1
9658,Marco Scandella,26.0,7,13,71,76,3,14,17,80.0,1430.0,165,7,25,32,177.0,82,5.34,48,269,2463,8.9
9659,Marco Scandella,27.0,8,22,82,64,11,12,23,112.0,1390.0,229,18,37,55,289.0,82,5.32,47,251,2453,8.9
9660,Marco Scandella,28.0,9,13,63,73,5,16,21,126.0,1511.0,302,23,53,76,415.0,82,5.34,48,255,2438,9.0
9661,Marco Scandella,29.0,10,13,62,71,4,9,13,88.0,1302.0,373,27,62,89,503.0,82,5.45,47,245,2478,9.0
9662,Marco Sturm,22.0,4,32,81,74,10,20,30,118.0,,74,10,20,30,118.0,82,5.28,57,380,2242,9.6
9663,Marco Sturm,23.0,5,41,77,78,16,22,38,140.0,1200.0,152,26,42,68,258.0,82,5.27,57,359,2285,9.4
9664,Marco Sturm,24.0,6,48,82,74,12,15,27,120.0,1044.0,226,38,57,95,378.0,82,5.49,53,331,2294,9.8
9665,Marco Sturm,25.0,7,41,64,81,14,18,32,153.0,1304.0,307,52,75,127,531.0,82,5.51,63,376,2272,9.9
9666,Marco Sturm,27.0,8,59,74,77,21,20,41,174.0,1205.0,384,73,95,168,705.0,82,5.24,53,338,2262,9.5
9667,Marco Sturm,28.0,9,44,76,82,28,20,48,208.0,1354.0,466,101,115,216,913.0,82,5.31,60,363,2326,9.4
9668,Marco Sturm,29.0,10,56,80,64,21,20,41,158.0,1050.0,530,122,135,257,1071.0,82,5.14,57,348,2300,9.2
9669,Marco Sturm,30.0,11,13,19,74,29,30,59,180.0,1357.0,604,151,165,316,1251.0,82,6.05,85,480,2458,10.1
9670,Marco Sturm,31.0,12,37,76,76,27,17,44,224.0,1413.0,680,178,182,360,1475.0,82,5.76,70,398,2426,9.7
9671,Marco Sturm,32.0,13,16,35,80,27,29,56,229.0,1440.0,760,205,211,416,1704.0,82,5.44,62,351,2383,9.4
9672,Marco Sturm,33.0,14,5,48,19,7,6,13,45.0,304.0,779,212,217,429,1749.0,82,5.7,65,341,2477,9.4
9673,Marcus Foligno,23.0,4,20,57,14,6,7,13,23.0,221.0,14,6,7,13,23.0,82,5.32,47,271,2439,8.9
9674,Marcus Foligno,24.0,5,23,75,47,5,13,18,55.0,640.0,61,11,20,31,78.0,48,5.31,29,160,1399,9.1
9675,Marcus Foligno,25.0,6,23,80,74,7,12,19,79.0,1115.0,135,18,32,50,157.0,82,5.34,48,269,2463,8.9
9676,Marcus Foligno,26.0,7,23,77,57,8,12,20,66.0,925.0,192,26,44,70,223.0,82,5.32,47,251,2453,8.9
9677,Marcus Foligno,27.0,8,19,82,75,10,13,23,81.0,989.0,267,36,57,93,304.0,82,5.34,48,255,2438,9.0
9678,Marcus Foligno,28.0,9,25,59,80,13,10,23,97.0,1238.0,347,49,67,116,401.0,82,5.45,47,245,2478,9.0
9679,Marcus Johansson,23.0,4,44,80,69,13,14,27,102.0,1016.0,69,13,14,27,102.0,82,5.46,52,291,2492,9.0
9680,Marcus Johansson,24.0,5,47,82,80,14,32,46,90.0,1344.0,149,27,46,73,192.0,82,5.32,47,271,2439,8.9
9681,Marcus Johansson,25.0,6,46,74,34,6,16,22,40.0,564.0,183,33,62,95,232.0,48,5.31,29,160,1399,9.1
9682,Marcus Johansson,26.0,7,58,82,80,8,36,44,107.0,1403.0,263,41,98,139,339.0,82,5.34,48,269,2463,8.9
9683,Marcus Johansson,27.0,8,14,29,82,20,27,47,138.0,1351.0,345,61,125,186,477.0,82,5.32,47,251,2453,8.9
9684,Marcus Johansson,28.0,9,30,58,74,17,29,46,132.0,1231.0,419,78,154,232,609.0,82,5.34,48,255,2438,9.0
9685,Marcus Johansson,29.0,10,30,60,82,24,34,58,129.0,1394.0,501,102,188,290,738.0,82,5.45,47,245,2478,9.0
9686,Marcus Kruger,23.0,4,28,81,7,0,0,0,7.0,84.0,7,0,0,0,7.0,82,5.46,52,291,2492,9.0
9687,Marcus Kruger,24.0,5,17,81,71,9,17,26,89.0,1093.0,78,9,17,26,96.0,82,5.32,47,271,2439,8.9
9688,Marcus Kruger,25.0,6,4,41,47,4,9,13,50.0,666.0,125,13,26,39,146.0,48,5.31,29,160,1399,9.1
9689,Marcus Kruger,26.0,7,17,70,81,8,20,28,96.0,1124.0,206,21,46,67,242.0,82,5.34,48,269,2463,8.9
9690,Marcus Kruger,27.0,8,6,48,81,7,10,17,126.0,1060.0,287,28,56,84,368.0,82,5.32,47,251,2453,8.9
9691,Marcus Kruger,28.0,9,12,74,41,0,4,4,50.0,554.0,328,28,60,88,418.0,82,5.34,48,255,2438,9.0
9692,Marcus Nilson,23.0,4,33,81,8,1,1,2,7.0,99.0,8,1,1,2,7.0,82,5.27,57,359,2285,9.4
9693,Marcus Nilson,24.0,5,34,82,9,0,2,2,6.0,71.0,17,1,3,4,13.0,82,5.49,53,331,2294,9.8
9694,Marcus Nilson,25.0,6,24,83,78,12,24,36,141.0,1230.0,95,13,27,40,154.0,82,5.51,63,376,2272,9.9
9695,Marcus Nilson,27.0,7,17,70,81,14,19,33,147.0,1338.0,176,27,46,73,301.0,82,5.24,53,338,2262,9.5
9696,Marcus Nilson,28.0,8,15,63,82,15,19,34,187.0,1273.0,258,42,65,107,488.0,82,5.31,60,363,2326,9.4
9697,Marcus Nilson,29.0,9,5,47,83,11,13,24,133.0,1304.0,341,53,78,131,621.0,82,5.14,57,348,2300,9.2
9698,Marcus Ragnarsson,27.0,4,13,74,71,8,31,39,94.0,,71,8,31,39,94.0,82,6.29,74,413,2481,10.4
9699,Marcus Ragnarsson,28.0,5,16,63,69,3,14,17,57.0,,140,11,45,56,151.0,82,5.83,55,336,2444,9.8
9700,Marcus Ragnarsson,29.0,6,15,68,79,5,20,25,91.0,,219,16,65,81,242.0,82,5.28,57,380,2242,9.6
9701,Marcus Ragnarsson,30.0,7,20,70,74,0,13,13,87.0,1622.0,293,16,78,94,329.0,82,5.27,57,359,2285,9.4
9702,Marcus Ragnarsson,31.0,8,16,68,63,3,13,16,60.0,1440.0,356,19,91,110,389.0,82,5.49,53,331,2294,9.8
9703,Marcus Ragnarsson,32.0,9,16,70,68,3,12,15,74.0,1605.0,424,22,103,125,463.0,82,5.51,63,376,2272,9.9
9704,Marcus Sorensen,27.0,4,18,66,19,1,3,4,27.0,205.0,19,1,3,4,27.0,82,5.45,47,245,2478,9.0
9705,Marek Malik,23.0,4,11,52,1,0,1,1,0.0,,1,0,1,1,0.0,48,5.97,37,209,1408,10.2
9706,Marek Malik,24.0,5,14,57,7,0,0,0,2.0,,8,0,1,1,2.0,82,6.29,74,413,2481,10.4
9707,Marek Malik,25.0,6,20,61,47,1,5,6,33.0,,55,1,6,7,35.0,82,5.83,55,336,2444,9.8
9708,Marek Malik,26.0,7,23,82,52,2,9,11,36.0,1104.0,107,3,15,18,71.0,82,5.27,57,359,2285,9.4
9709,Marek Malik,27.0,8,20,79,57,4,10,14,57.0,1026.0,164,7,25,32,128.0,82,5.49,53,331,2294,9.8
9710,Marek Malik,28.0,9,19,78,61,6,14,20,72.0,1195.0,225,13,39,52,200.0,82,5.51,63,376,2272,9.9
9711,Marek Malik,30.0,10,18,74,82,4,19,23,91.0,1679.0,307,17,58,75,291.0,82,5.24,53,338,2262,9.5
9712,Marek Malik,31.0,11,21,69,79,7,13,20,77.0,1419.0,386,24,71,95,368.0,82,5.31,60,363,2326,9.4
9713,Marek Malik,32.0,12,10,42,78,3,16,19,61.0,1411.0,464,27,87,114,429.0,82,5.14,57,348,2300,9.2
9714,Marek Malik,33.0,13,5,42,74,2,16,18,70.0,1512.0,538,29,103,132,499.0,82,6.05,85,480,2458,10.1
9715,Marek Svatos,25.0,4,37,62,4,2,0,2,6.0,41.0,4,2,0,2,6.0,82,5.14,57,348,2300,9.2
9716,Marek Svatos,26.0,5,34,69,61,32,18,50,165.0,838.0,65,34,18,52,171.0,82,6.05,85,480,2458,10.1
9717,Marek Svatos,27.0,6,11,54,66,15,15,30,179.0,825.0,131,49,33,82,350.0,82,5.76,70,398,2426,9.7
9718,Marek Svatos,28.0,7,8,28,62,26,11,37,140.0,847.0,193,75,44,119,490.0,82,5.44,62,351,2383,9.4
9719,Marek Zidlicky,30.0,4,43,79,82,14,39,53,143.0,1643.0,82,14,39,53,143.0,82,5.14,57,348,2300,9.2
9720,Marek Zidlicky,31.0,5,42,76,67,12,37,49,113.0,1344.0,149,26,76,102,256.0,82,6.05,85,480,2458,10.1
9721,Marek Zidlicky,32.0,6,43,78,79,4,26,30,114.0,1558.0,228,30,102,132,370.0,82,5.76,70,398,2426,9.7
9722,Marek Zidlicky,33.0,7,24,46,79,5,38,43,122.0,1645.0,307,35,140,175,492.0,82,5.44,62,351,2383,9.4
9723,Marek Zidlicky,34.0,8,22,63,76,12,30,42,147.0,1680.0,383,47,170,217,639.0,82,5.7,65,341,2477,9.4
9724,Marek Zidlicky,35.0,9,19,48,78,6,37,43,116.0,1885.0,461,53,207,260,755.0,82,5.53,56,304,2486,9.1
9725,Marek Zidlicky,36.0,10,42,81,46,7,17,24,53.0,1002.0,507,60,224,284,808.0,82,5.46,52,291,2492,9.0
9726,Marek Zidlicky,37.0,11,34,84,63,2,20,22,70.0,1344.0,570,62,244,306,878.0,82,5.32,47,271,2439,8.9
9727,Marek Zidlicky,38.0,12,16,53,48,4,15,19,101.0,1008.0,618,66,259,325,979.0,48,5.31,29,160,1399,9.1
9728,Marian Gaborik,21.0,4,40,65,71,18,18,36,179.0,1096.0,71,18,18,36,179.0,82,5.51,63,376,2272,9.9
9729,Marian Gaborik,23.0,5,66,65,78,30,37,67,221.0,1308.0,149,48,55,103,400.0,82,5.24,53,338,2262,9.5
9730,Marian Gaborik,24.0,6,57,48,81,30,35,65,280.0,1410.0,230,78,90,168,680.0,82,5.31,60,363,2326,9.4
9731,Marian Gaborik,25.0,7,83,77,65,18,22,40,220.0,1188.0,295,96,112,208,900.0,82,5.14,57,348,2300,9.2
9732,Marian Gaborik,26.0,8,23,17,65,38,28,66,252.0,1198.0,360,134,140,274,1152.0,82,6.05,85,480,2458,10.1
9733,Marian Gaborik,27.0,9,86,76,48,30,27,57,196.0,942.0,408,164,167,331,1348.0,82,5.76,70,398,2426,9.7
9734,Marian Gaborik,28.0,10,48,62,77,42,41,83,278.0,1509.0,485,206,208,414,1626.0,82,5.44,62,351,2383,9.4
9735,Marian Gaborik,29.0,11,76,82,17,13,10,23,68.0,340.0,502,219,218,437,1694.0,82,5.7,65,341,2477,9.4
9736,Marian Gaborik,30.0,12,27,47,76,42,44,86,272.0,1615.0,578,261,262,523,1966.0,82,5.53,56,304,2486,9.1
9737,Marian Gaborik,31.0,13,30,41,62,22,26,48,192.0,1121.0,640,283,288,571,2158.0,82,5.46,52,291,2492,9.0
9738,Marian Gaborik,32.0,14,47,69,82,41,35,76,276.0,1600.0,722,324,323,647,2434.0,82,5.32,47,271,2439,8.9
9739,Marian Gaborik,33.0,15,22,54,47,12,15,27,151.0,870.0,769,336,338,674,2585.0,48,5.31,29,160,1399,9.1
9740,Marian Gaborik,34.0,16,21,56,41,11,19,30,103.0,697.0,810,347,357,704,2688.0,82,5.34,48,269,2463,8.9
9741,Marian Gaborik,35.0,17,21,46,69,27,20,47,174.0,1167.0,879,374,377,751,2862.0,82,5.32,47,251,2453,8.9
9742,Marian Hossa,22.0,4,75,81,7,0,1,1,10.0,,7,0,1,1,10.0,82,5.28,57,380,2242,9.6
9743,Marian Hossa,23.0,5,66,80,60,15,15,30,124.0,839.0,67,15,16,31,134.0,82,5.27,57,359,2285,9.4
9744,Marian Hossa,24.0,6,80,80,78,29,27,56,240.0,1341.0,145,44,43,87,374.0,82,5.49,53,331,2294,9.8
9745,Marian Hossa,25.0,7,82,81,81,32,43,75,249.0,1460.0,226,76,86,162,623.0,82,5.51,63,376,2272,9.9
9746,Marian Hossa,27.0,8,92,80,80,31,35,66,278.0,1479.0,306,107,121,228,901.0,82,5.24,53,338,2262,9.5
